target_word,sentence_id,sentence,source,generation_model,prompt_version,batch_id,valid_exact_match,exact_match_count,word_count,is_duplicate,valid
adalet,1,Mahkeme kararıyla adalet bir kez daha tecelli etti.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,8,False,True
adalet,2,Toplumda adalet duygusunu zedeleyen olaylar yaşanıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
adalet,3,Herkes adalet önünde eşit muamele görmelidir.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
adalet,4,Bu davada adalet yerini buldu mu sence?,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
adalet,5,"Hakim, adalet dağıtmak için titizlikle çalışıyor.",opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
adalet,6,Adalet kavramı insanlık tarihi kadar eskidir.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
adalet,7,Onun adalet anlayışı herkes tarafından takdir ediliyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
adalet,8,Yoksullar adalet sistemine güvenmekte zorlanıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
adalet,9,Bu ülkede adalet her zaman üstün tutulmalıdır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
adalet,10,Polis memuru adalet için gece gündüz çalışıyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
adalet,11,Haksızlığa uğrayanlar adalet arayışına giriyor.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
adalet,12,Adalet olmadan huzurlu bir toplum düşünülemez.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
adalet,13,Olayın ardından adalet mekanizması hızla işledi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
adalet,14,Genç avukat adalet mücadelesine yeni başlamıştı.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
adalet,15,Adalet terazisi herkes için aynı olmalıdır.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,6,False,False
affedişi,1,Onun affedişi herkesi derinden etkiledi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,5,False,False
affedişi,2,Bu affedişi anlamak için çok çaba harcadım.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,7,False,False
affedişi,3,Affedişi sayesinde aralarındaki buzlar eridi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,False,0,5,False,False
affedişi,4,Olayın ardından affedişi beklenmedik bir gelişmeydi.,opencode,deepseek-v4-flash,tr_context_sentences_v4_opencode_batch5_sent15,0,True,1,6,False,False
